session,user,stage,start,end,side,filename,moving_hand,held_out_user,held_out_stage,split,generalization,channel00_mean,channel00_std,channel00_rms,channel00_waveform_length,channel00_freq_mean,channel00_freq_max,channel00_spectral_entropy,channel01_mean,channel01_std,channel01_rms,channel01_waveform_length,channel01_freq_mean,channel01_freq_max,channel01_spectral_entropy,channel02_mean,channel02_std,channel02_rms,channel02_waveform_length,channel02_freq_mean,channel02_freq_max,channel02_spectral_entropy,channel03_mean,channel03_std,channel03_rms,channel03_waveform_length,channel03_freq_mean,channel03_freq_max,channel03_spectral_entropy,channel04_mean,channel04_std,channel04_rms,channel04_waveform_length,channel04_freq_mean,channel04_freq_max,channel04_spectral_entropy,channel05_mean,channel05_std,channel05_rms,channel05_waveform_length,channel05_freq_mean,channel05_freq_max,channel05_spectral_entropy,channel06_mean,channel06_std,channel06_rms,channel06_waveform_length,channel06_freq_mean,channel06_freq_max,channel06_spectral_entropy,channel07_mean,channel07_std,channel07_rms,channel07_waveform_length,channel07_freq_mean,channel07_freq_max,channel07_spectral_entropy,channel08_mean,channel08_std,channel08_rms,channel08_waveform_length,channel08_freq_mean,channel08_freq_max,channel08_spectral_entropy,channel09_mean,channel09_std,channel09_rms,channel09_waveform_length,channel09_freq_mean,channel09_freq_max,channel09_spectral_entropy,channel10_mean,channel10_std,channel10_rms,channel10_waveform_length,channel10_freq_mean,channel10_freq_max,channel10_spectral_entropy,channel11_mean,channel11_std,channel11_rms,channel11_waveform_length,channel11_freq_mean,channel11_freq_max,channel11_spectral_entropy,channel12_mean,channel12_std,channel12_rms,channel12_waveform_length,channel12_freq_mean,channel12_freq_max,channel12_spectral_entropy,channel13_mean,channel13_std,channel13_rms,channel13_waveform_length,channel13_freq_mean,channel13_freq_max,channel13_spectral_entropy,channel14_mean,channel14_std,channel14_rms,channel14_waveform_length,channel14_freq_mean,channel14_freq_max,channel14_spectral_entropy,channel15_mean,channel15_std,channel15_rms,channel15_waveform_length,channel15_freq_mean,channel15_freq_max,channel15_spectral_entropy
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,0.05,1.1825,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,0.0137921665,5.341145,5.3411627,5036.1694,288.99135396312846,60.04415011037527,6.5003233,0.006563183,4.242417,4.242422,4464.499,306.05997180553925,112.14128035320088,6.559004,0.005778523,4.696169,4.6961718,4413.835,304.0881144214513,90.06622516556291,6.5262012,0.00654616,7.38203,7.3820324,5407.7246,277.27878741583936,90.06622516556291,6.440303,0.0059940447,13.334676,13.334676,7672.271,253.9274682825052,154.5253863134658,6.3564205,0.003519675,8.346182,8.346183,6290.336,289.994392322193,155.4083885209713,6.511755,0.005037233,4.3201404,4.320143,5112.009,333.6537082046247,154.5253863134658,6.6393094,-0.016089436,4.753735,4.7537622,5859.3345,330.36057844524134,143.92935982339955,6.6604743,-0.014152879,6.5426497,6.542665,6854.5903,305.59578629370617,143.92935982339955,6.553591,-0.011098724,5.3736167,5.373628,6065.9004,313.7455064393172,98.01324503311258,6.57259,-0.003431176,4.308881,4.308882,5524.2344,335.54880197279243,60.04415011037527,6.646392,-0.005577789,4.476064,4.476068,5787.0137,340.9822603775369,60.04415011037527,6.6668863,-0.00047578392,4.325833,4.325833,5727.8477,340.974732873972,96.24724061810154,6.65245,-0.013215162,3.7798362,3.7798593,5185.4697,347.20994510786835,96.24724061810154,6.680969,-0.0053587737,3.6130993,3.6131036,4612.824,337.6598675837816,96.24724061810154,6.6367216,0.004515234,6.442305,6.4423065,5690.01,279.33456516314027,83.00220750551875,6.451126
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,1.7665,1.9995,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,0.3834841,119.85716,119.85778,12064.347,178.64295698588364,90.12875536480686,4.3418775,0.8809202,302.84622,302.8475,29999.797,170.56201945994135,90.12875536480686,4.269635,0.5830916,196.55667,196.55754,16720.99,155.4587731791138,90.12875536480686,4.1351066,0.12751986,61.563633,61.56377,5725.72,168.9123078222726,85.83690987124463,4.234524,0.10988964,24.497017,24.497265,3598.5195,210.86619084590896,90.12875536480686,4.593562,0.06755499,19.431702,19.431822,3418.165,232.99305926725273,90.12875536480686,4.682575,0.11928445,16.3962,16.396633,3174.1235,261.5341683998312,90.12875536480686,4.8450804,0.028877914,23.335993,23.336012,5468.332,281.67560319125937,94.42060085836908,4.901474,0.058711663,34.194283,34.194332,7184.4272,257.1494782895476,141.63090128755363,4.8194404,0.38457564,45.85422,45.85583,7794.3447,224.20161671423267,90.12875536480686,4.692504,0.6553906,101.75126,101.75337,15161.828,206.4534987509316,90.12875536480686,4.512877,1.0557773,96.82048,96.82623,14336.278,210.93403651322686,68.6695278969957,4.6383348,0.47123697,88.595665,88.596924,12500.824,200.7615617121774,85.83690987124463,4.5331216,0.26502782,129.36073,129.361,19396.707,206.3016841687575,85.83690987124463,4.584722,0.35928547,92.68647,92.687164,13602.138,215.27941640505603,85.83690987124463,4.6587543,0.3556179,42.531773,42.53326,7089.3257,239.5480319212543,85.83690987124463,4.7715697
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,2.0165,2.983,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,0.008439799,43.09083,43.09083,13305.559,177.73309333937763,58.97568546301086,5.7874665,0.06432546,86.17456,86.17459,19473.723,173.17164554901882,58.97568546301086,5.7635064,0.06681644,46.930576,46.930622,11871.702,169.655247939901,55.87170201758924,5.6748257,0.047310386,21.256567,21.25662,10198.363,214.75667229694153,55.87170201758924,6.037701,0.049689718,24.843987,24.844036,13759.998,237.11847896428486,55.87170201758924,6.155243,0.059606563,16.254993,16.255102,10972.724,242.72698461720054,55.87170201758924,6.216549,0.053950716,10.6469965,10.647134,8676.124,272.67962501924427,55.87170201758924,6.3328705,0.020331156,16.073246,16.07326,13314.906,269.9914818453349,70.35695809622348,6.2700396,0.006863025,22.185083,22.185083,16158.893,251.1278385885135,73.46094154164511,6.1870017,-0.0007869683,24.346064,24.346064,14300.455,233.76489956867167,55.87170201758924,6.125883,-0.104162365,39.055767,39.05591,16820.861,213.8274469835291,113.81272633212623,6.003235,-0.16260272,42.64499,42.645298,18219.008,217.0214578427188,57.94102431453699,6.0672655,-0.21149579,42.265472,42.266003,17364.582,201.44784255645297,62.07966890843249,6.0126114,-0.1754738,60.520676,60.520927,23483.562,203.9618584881848,62.07966890843249,6.0100765,-0.08179423,46.056046,46.056118,18748.434,210.15663171848502,60.010346611484735,6.0341945,-0.09108601,30.260918,30.261053,15811.42,220.84371896586262,58.97568546301086,6.0968876
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,3.2335,4.2995,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,-0.11748472,75.84553,75.84563,17264.658,164.93988434090244,75.046904315197,5.689656,-0.18767585,157.17007,157.17017,27986.77,158.07745977535708,75.046904315197,5.65632,-0.29162976,109.405365,109.40575,20442.416,142.60286193165905,75.046904315197,5.507603,-0.056557126,36.604137,36.604183,15498.88,192.13916326170911,74.10881801125703,5.9312696,0.026528113,31.8127,31.81271,20210.04,228.55282973611216,115.38461538461537,6.1769814,0.024650585,17.755621,17.755638,13600.854,243.83598587788177,115.38461538461537,6.2585006,0.04455657,11.15016,11.150249,9969.787,271.96893022082344,77.86116322701687,6.395485,0.054103978,15.163617,15.163714,15006.215,270.77570836315886,74.10881801125703,6.390852,0.06094306,19.460178,19.460272,17263.549,251.68044627608958,144.4652908067542,6.305278,0.08774355,20.61333,20.613518,14697.859,232.45183687098833,66.60412757973732,6.2372193,0.11219873,35.330715,35.330894,18537.578,217.39158899933275,143.52720450281424,6.150857,-0.22731473,33.082394,33.08317,17030.627,232.9119561436492,146.34146341463412,6.259669,-0.020639502,31.729265,31.72927,16132.202,242.81978031840066,78.79924953095684,6.261774,-0.32783437,39.635803,39.637157,17578.582,238.61066833532522,82.55159474671669,6.260208,-0.17355144,25.9999,26.00048,13744.633,227.06831279782784,82.55159474671669,6.2022476,-0.03468482,20.273323,20.273352,13935.322,235.0550493902062,77.86116322701687,6.2465672
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,4.617,4.833,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,-0.240692,121.08664,121.086876,10519.795,172.05594636422276,69.44444444444444,4.219116,-0.46692696,268.94708,268.94748,22119.684,163.92009368925756,69.44444444444444,4.2006645,-0.4573788,198.4734,198.47392,14217.499,141.40941172612088,69.44444444444444,3.9967077,-0.34056988,68.7143,68.71515,5762.135,155.2100936515733,69.44444444444444,4.0961294,-0.05488165,38.764324,38.764362,4816.5483,204.18429198253986,69.44444444444444,4.4539165,-0.0287631,24.320759,24.320776,3654.7622,221.09980690246522,69.44444444444444,4.565025,0.010353583,19.619312,19.619316,3090.1702,237.13933036063133,69.44444444444444,4.6540217,-0.019943131,29.664501,29.664509,5133.939,241.22181849427173,78.70370370370371,4.7143407,0.089268595,41.296238,41.296333,6746.857,225.54551750954116,101.85185185185185,4.63344,0.09353032,56.319378,56.319458,7633.166,201.4738357044985,78.70370370370371,4.4986157,0.40089154,105.85687,105.857635,14109.172,203.8705486856658,143.51851851851853,4.4800773,0.25881407,110.22853,110.22884,14989.986,214.61947361821686,143.51851851851853,4.518327,-0.027517116,101.24803,101.24804,14041.412,211.31934713938358,101.85185185185185,4.5010934,0.07971891,106.6909,106.69093,15959.365,230.31214848647,143.51851851851853,4.6035357,0.08020557,76.13527,76.13531,11075.775,232.8488280732248,143.51851851851853,4.604925,0.23502257,46.600727,46.601322,7292.3506,232.07780368514693,134.25925925925927,4.6213584
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,4.8835,5.4165,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,0.14587775,58.8618,58.86198,10191.757,165.64623360434607,101.31332082551594,5.133072,0.1834939,132.38858,132.38872,19800.357,161.02094237852862,105.06566604127579,5.0907383,0.16432369,108.96139,108.96151,16254.385,151.52152620979143,105.06566604127579,4.998608,0.039244138,41.438797,41.438816,8204.448,168.87396801146733,105.06566604127579,5.1260467,-0.004989667,25.733555,25.733557,7028.222,211.89163340202026,82.55159474671669,5.411544,-0.019211927,16.027748,16.02776,5622.8843,232.6464691633497,82.55159474671669,5.5358768,-0.046840664,11.741502,11.741595,5163.2983,263.65339526265785,116.32270168855534,5.706208,-0.061542574,18.91458,18.91468,8402.656,258.4936135282721,56.28517823639774,5.6373835,-0.09659482,25.853254,25.853436,10560.167,242.5900120561122,56.28517823639774,5.5719223,-0.14693911,30.751537,30.751888,10124.379,217.68182670009176,121.95121951219511,5.49945,-0.30862287,60.008038,60.008827,16346.488,212.2548851934961,121.95121951219511,5.414842,-0.4748822,61.924862,61.92668,17107.398,216.04583100211312,121.95121951219511,5.451462,-0.28369635,55.070362,55.07109,16063.285,212.7735136940978,123.82739212007503,5.4281173,-0.25599852,72.50624,72.50669,20875.123,214.14456894715838,131.33208255159474,5.4151483,-0.09685285,48.533375,48.53347,14389.902,227.48500412978748,142.58911819887427,5.467447,0.049567796,29.264502,29.26454,11100.914,240.47159244303313,168.85553470919322,5.53755
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,5.617,6.4995,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,-0.03550616,74.02784,74.02784,17567.094,169.32288189751733,90.6515580736544,5.568203,-0.005820505,151.74112,151.74112,27596.906,161.68592447011602,89.51841359773371,5.524684,0.009015309,90.29503,90.29504,19006.332,153.05465725658627,88.38526912181304,5.4234476,0.013142398,35.530163,35.530163,15688.44,206.17499581456954,88.38526912181304,5.853357,0.014567017,40.736313,40.736317,21604.559,235.13072199556447,111.04815864022663,6.0288143,0.02076779,21.385288,21.385298,13719.24,241.06142318180943,71.38810198300284,6.0576024,0.01380653,12.701569,12.701576,9439.454,264.50811330676663,71.38810198300284,6.174984,-0.033015564,17.60991,17.60994,13419.129,261.84607277344736,138.24362606232296,6.172955,-0.056761608,23.611935,23.612003,15420.165,237.13048946211234,113.31444759206799,6.0632253,-0.035005596,25.535036,25.53506,12993.97,213.4245064902592,113.31444759206799,5.9353023,-0.015518141,41.6386,41.6386,16220.325,201.3342494413508,112.1813031161473,5.7882557,0.0022890994,34.86161,34.86161,15430.842,213.4901010839245,109.91501416430594,5.9587893,0.099348195,34.577385,34.577526,15300.205,209.99329994020067,109.91501416430594,5.9264307,0.07018716,42.606724,42.606785,18040.398,215.4151792041216,109.91501416430594,5.948528,0.00080622383,26.668926,26.668928,12381.875,217.20574093426,112.1813031161473,5.9709687,0.020904303,20.643578,20.643589,11771.26,227.84204395991856,88.38526912181304,6.0310082
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,6.717,7.483,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,0.027160717,65.12176,65.121765,14268.072,159.9682180068048,74.41253263707573,5.3950067,0.040737644,137.44493,137.44493,22086.758,155.58554398832172,73.1070496083551,5.3851266,0.03251956,80.1017,80.101715,14064.011,155.75475403973084,73.1070496083551,5.384006,0.020872261,31.305048,31.305056,10373.102,198.0648647272604,69.19060052219322,5.6545696,0.008923243,27.159845,27.159845,12150.432,234.57204736063525,114.88250652741515,5.8774295,0.0013232592,17.601473,17.601473,9402.205,249.48582889278762,83.55091383812011,5.959852,-0.0022022668,12.048514,12.048514,7301.6416,268.84734547840867,83.55091383812011,6.0226746,0.020471856,16.492796,16.492807,10732.311,270.72703887570486,189.29503916449087,6.053463,0.020070313,23.355976,23.355984,13656.319,249.3599466277646,171.0182767624021,5.9616385,0.014338404,33.72144,33.721443,13600.758,212.09399175055842,121.40992167101828,5.773694,0.0045276396,61.854897,61.854897,17214.77,189.16344782613032,121.40992167101828,5.567976,-0.025882332,50.848152,50.848164,16779.422,211.53910191456478,75.71801566579634,5.7509103,-0.14439346,48.18657,48.186787,16720.092,204.7298480173577,79.63446475195823,5.6944017,-0.24415836,71.204926,71.205345,21948.42,198.95812479414215,82.24543080939948,5.693208,-0.13888732,51.27119,51.271378,16975.85,204.95993718907138,82.24543080939948,5.751691,-0.05773218,33.29715,33.297203,14188.901,213.62147315590656,97.911227154047,5.819876
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,7.5005,8.3665,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,0.0010440543,64.19337,64.193375,18793.27,174.97697811407247,56.581986143187066,5.634089,0.011858566,144.61642,144.61642,35910.203,166.01365947779775,78.52193995381062,5.584284,0.013433953,99.79829,99.79829,24552.012,164.04790256752696,78.52193995381062,5.5768414,-0.005462838,36.494522,36.494522,12207.498,180.68398911821163,76.21247113163972,5.670303,0.0045653074,26.389011,26.389011,13323.385,223.4674728950698,76.21247113163972,5.960571,0.0040269615,18.594803,18.594803,11391.803,237.82939870754993,93.53348729792147,6.035158,0.00029118673,13.3313265,13.3313265,10027.841,275.84785675187794,63.510392609699764,6.1803865,0.012286466,22.771343,22.771345,17108.436,265.2351283075477,211.3163972286374,6.1191072,-0.005759259,31.968306,31.968306,21780.828,243.73579635826536,88.91454965357967,6.0283103,-0.01896372,38.830563,38.830566,21255.703,220.02642890530097,92.37875288683603,5.924525,-0.022883356,77.787506,77.78751,35358.83,214.85392035793993,147.80600461893764,5.823141,-0.018574301,80.22926,80.22926,35010.37,216.80891346450827,92.37875288683603,5.874215,-0.081075,67.71899,67.71904,31979.33,208.76474241450845,92.37875288683603,5.8666987,0.059346862,90.578606,90.57863,42686.53,213.78826931662948,127.02078521939953,5.8767443,0.13080156,62.54601,62.54615,30616.385,223.52606241115598,132.79445727482678,5.95745,0.0708416,36.682705,36.682774,21132.547,229.42351296475505,117.78290993071593,5.977376
2022-12-06-1670313600-e3096-cv-emg-pose-train@2,d387095792,TwoHandedFreeStyle,8.4335,8.65,right,2022-12-06-1670313600-e3096-cv-emg-pose-train@2-recording-13_right.hdf5,both,True,False,val,user,0.0447518,11.730568,11.730653,1876.6465,233.6923615770603,101.61662817551962,4.6255517,0.03159618,6.111065,6.111146,1179.8186,286.0470198435404,101.61662817551962,4.858057,0.026305113,4.504757,4.5048337,1048.6127,311.1532934824116,69.28406466512702,4.958788,0.011610472,5.8672566,5.867268,1338.2683,306.98252304522725,96.99769053117782,4.902668,-0.102639966,11.646618,11.64707,1997.499,254.01774557783042,138.56812933025404,4.7554936,-0.053907692,10.692302,10.692437,1923.5193,252.39235435837873,138.56812933025404,4.7335644,-0.0077374484,7.262457,7.262461,1702.4675,309.1267072913803,106.23556581986142,4.9090185,0.11616535,13.826838,13.827326,2898.9253,280.6363065917185,101.61662817551962,4.823844,0.11947348,20.050081,20.050436,3685.3003,256.02319575466646,101.61662817551962,4.735798,0.15663636,13.410665,13.411579,2629.7976,270.8216485320788,101.61662817551962,4.814746,0.10886351,9.760501,9.761108,2162.836,300.0948378952683,101.61662817551962,4.9016695,0.072538294,11.67957,11.679795,2336.9111,279.8293215723654,101.61662817551962,4.845624,0.01406182,14.174389,14.1743965,2612.7568,261.70563047348026,133.94919168591224,4.755178,-0.03187717,13.867433,13.867469,2524.1335,259.3333627095394,92.37875288683603,4.755935,-0.06373702,10.413167,10.413363,2209.3105,280.54341993919905,133.94919168591224,4.850854,-0.02819041,14.291282,14.291309,2805.6797,265.7239917395304,120.09237875288683,4.7768993
