start,end,split,dataset_number,user_number,dataset,time,stage,gesture,emg_00,emg_01,emg_02,emg_03,emg_04,emg_05,emg_06,emg_07,emg_08,emg_09,emg_10,emg_11,emg_12,emg_13,emg_14,emg_15
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5445535,pinch_release_static_palm_up_with_taps,,10.50244140625,10.992032051086426,10.563430786132812,9.866488456726074,75.55411529541016,-1.7807015180587769,5.904058456420898,7.358902931213379,14.704133987426758,17.017669677734375,10.721588134765625,12.376199722290039,16.684852600097656,10.417737007141113,24.165220260620117,33.82904052734375
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5450537,pinch_release_static_palm_up_with_taps,,9.645563125610352,5.874838829040527,9.277772903442383,6.4068989753723145,67.2813491821289,-3.2714531421661377,4.471769332885742,8.968833923339844,14.636469841003418,18.85417366027832,12.106119155883789,20.22671127319336,13.978461265563965,6.097657203674316,17.85148048400879,27.15906524658203
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5455537,pinch_release_static_palm_up_with_taps,,3.9779744148254395,0.9127604961395264,3.268099069595337,1.3240861892700195,40.917510986328125,-5.3079609870910645,-3.7925024032592773,5.2651896476745605,14.41007137298584,15.025815963745117,12.88340950012207,18.17378807067871,7.507359981536865,-5.00844669342041,6.795310974121094,15.281638145446777
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5460536,pinch_release_static_palm_up_with_taps,,1.0846208333969116,3.485042095184326,1.3118770122528076,0.09421765059232712,38.55730438232422,-6.360808849334717,-5.783323287963867,2.689152479171753,12.829723358154297,16.844449996948242,13.141982078552246,16.21488380432129,0.9499567747116089,-13.310981750488281,-2.4116806983947754,9.707352638244629
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5465536,pinch_release_static_palm_up_with_taps,,5.115505695343018,4.150692939758301,5.95563268661499,4.094157695770264,49.82329177856445,-5.366180896759033,-5.54199743270874,7.0397162437438965,16.3041934967041,21.38616371154785,12.964385032653809,19.145919799804688,-4.215494155883789,-9.589229583740234,-1.4628084897994995,5.257228851318359
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5470536,pinch_release_static_palm_up_with_taps,,1.9230751991271973,5.8008713722229,7.913928031921387,4.46049690246582,54.5799674987793,-11.258943557739258,-3.6734044551849365,12.560646057128906,22.001882553100586,20.398141860961914,16.03014373779297,19.380064010620117,-3.36006236076355,-3.358053207397461,5.565793514251709,11.382349967956543
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5475538,pinch_release_static_palm_up_with_taps,,0.8676221370697021,5.6616597175598145,6.614725589752197,3.3759608268737793,55.39927673339844,-8.524666786193848,-1.8923063278198242,17.43288230895996,25.356342315673828,24.995033264160156,15.221887588500977,21.17645835876465,-6.628777503967285,-6.406631946563721,8.236818313598633,10.37550163269043
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5480537,pinch_release_static_palm_up_with_taps,,3.7944161891937256,6.617809772491455,2.993842840194702,1.278246521949768,47.08359909057617,-3.1956827640533447,3.367598056793213,20.35106086730957,26.76621437072754,21.291175842285156,13.992502212524414,20.31482696533203,-5.5164475440979,-13.590733528137207,11.224141120910645,9.019352912902832
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5485537,pinch_release_static_palm_up_with_taps,,7.040463447570801,2.2856650352478027,-2.158827781677246,-2.665658473968506,43.130104064941406,14.662064552307129,9.69461727142334,24.047378540039062,24.189952850341797,20.081592559814453,8.84333610534668,15.073586463928223,-3.7033531665802,-10.183819770812988,20.26576042175293,6.210848808288574
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5490537,pinch_release_static_palm_up_with_taps,middle_press,10.341632843017578,1.5298162698745728,-3.3814423084259033,-4.153478145599365,42.262908935546875,29.955551147460938,16.478185653686523,29.233055114746094,24.74501609802246,17.019317626953125,5.854052543640137,15.232925415039062,4.530557155609131,-0.4718549847602844,21.170116424560547,-2.3730885982513428
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5495536,pinch_release_static_palm_up_with_taps,,13.489285469055176,6.975289344787598,1.8908957242965698,-0.18830274045467377,44.624176025390625,42.66978073120117,24.427764892578125,27.91984748840332,18.998607635498047,11.467262268066406,2.1122045516967773,11.980335235595703,10.976552963256836,8.539950370788574,28.088525772094727,5.665832996368408
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5500536,pinch_release_static_palm_up_with_taps,,13.921817779541016,9.407025337219238,5.5898027420043945,2.7250397205352783,36.9443473815918,63.65338134765625,29.160411834716797,23.04799461364746,5.259890079498291,0.6946439146995544,-8.033708572387695,-3.2699694633483887,9.773894309997559,13.000419616699219,28.091262817382812,8.458640098571777
1633017385.77766,1633017566.046355,test,000,000,discrete_gestures_user_000_dataset_000.hdf5,1633015191.5505536,pinch_release_static_palm_up_with_taps,,11.110156059265137,7.114704132080078,4.360901355743408,1.1378660202026367,25.747600555419922,87.04161834716797,31.238513946533203,13.302498817443848,1.934155821800232,-3.779756784439087,-9.11149787902832,-8.485915184020996,4.247164726257324,3.108670473098755,16.970781326293945,2.487762212753296
